text,label
بازی خیلی خوبیه جامپ اسکر ها به موقع و میخکوب کننده است معما ها جالبه داستان فوق العاده است صداگذاری عالی گرافیک عالی بهینه سازی بسیار عالی ، من با mx330 تقریبا ۶۰ یا ۷۰ فریم میگرفتم راز های مخفی و......... تنها مشکلش باگ در بخش ایونتوری و چراغ قوه و شخصیت سازی معمولیش بود,1
بازی دو تا اندینگ داره و در کل بازی خوبیه,1
بازی واقعا عالیه.درسته که ایراداتی داره ولی نباید فراموش کرد که این بازی اولین بازی هست که شرکت اون رو به صورت یک بازی سه بعدی ساخته و واقعا برای این قضیه تبریک میگم.از گرافیک گرفته تا گیم پلی و صدا گذاری همه اش عالیه.ایرادات و باگ ها و مشکل هایی داره ولی این مشکل ها در بازی های بعدی شرکت حل خواهد شد.حمایت کنید.,1
بدون شک این بازی فوق العاده است!!!! اصلا فکرشو نمیکردم در این حد خوب و معمایی باشه! از نظر جامپ اسکیر هم که عالیه. پیشنهاد میکنم بخرید ولی اون اخراش ی مشکلی داشت و در باز نمیشد. اون قسمت ک نوار رو میزاری و فیلمو باید ببینی تا در باز شه. به سازنده هم اطلاع رسانی کردم ولی جوابگو نبودند,1
داخل توضیحات نوشته زبان فارسی و انگلیسی ولی زیر نویس فارسی بود ای کاش دوبله فارسی اضافه بشه اوج بدبختیه که بازی سازندش ایرانیه ولی زبان فارسی نداره سازنده حداقل احترام برای مخاطبای فارسی زبان کشورش باید بزاره در کل خوب بود,0
جامپ اسکیر ها و معما ها خوب بود ولی گیم پلی کوتاه بود و چراغ قوه رو شورت کات نمیومد و همینطور دستت میموند,0
مثل اینکه مجوز گرفتن و انتشار بازی در ایران خیلی دردسر داشته. ممنون از اینکه آنقدر زحمت کشیدید تا بتونیم این اثر متفاوت رو تجربه کنیم و درک بهتری از دیالوگ ها و داستان بازی داشته باشیم.,1
من15مین بازی رو انجام دادم و دیگه نتونستم ادامه بدم! 1.انگار هذینه نشده روش یجوریه که انگار 1 میل دادن چندتا کارآموز بسازنش! هیچی رو انیمیت نکردن صرفا چندتا ابجکت(اشیا) رو انداختن وسط 2 تا افکت نور و شیک دوربین اضافه شده 2.صداگذاری ها یجوریه انگار دارن بچه 7 ساله رو میترسونن و دیالوگ هایی به کار رفته که دیگه برای بچه 6 ساله هم توهین حساب نمیشه! توی 15 دقیقه 4-5 بار گفت ایرانی کثافت این الان مثلا توهین و شکنجه عراقیا بوده! 3.به هیچ وجه بهینه نشده! تو همون اتاق اول گوشه دیوار نور از ناکجا میتابید میرفتید کنار تخت رفلکت نور توی خون بود در صورتی که نوری از اون جهت نبود اونجا که اسباب بازی ریخته بودن تفنگه اورلپ شده رفته نصفش تو فرش اف پی اس دراپ زیاد با توجه به حجم و نوع بازی! 4.به نویی دزدی بودن اثر حتی با وجود رایگان بودن! بازی با موتور بازی سازی آنریل 5 ساخته شده که رایگان هست استفاده ازش به شرطی که اول بازی فیلم انریل پخش شده ولی بازی ساز فیلم رو از دیتا بازی پاک کرده که اینجوری قوانین کپی رایت رو نقض میکنه 5.اینطور که مشخصه بازی ساز کلا اعتقادی به تنظیمات نداشته! فقط گرافیک رو میشه کم و زیاد کرد! هیچ تنظیماتی برای صدا نیست از ولوم میکسر ویندوز کم کردم...برایتنس یا همون نور هم با مانیتور!!!! 6.اون اسباب بازیا که از کتابخونه انرین انجین برداشتن استفاده کردن به نویی جدیده اون تایمی که جنگ بوده وجود نداشتن! 7.این بازی اصلا اورجینال نیست و مود بازی دیگری به اسم the last job که تو استیم سرچ کنید 7دسامبر2022 ریلیز شده **نیجه گیری کلی: به نظر من تابحال بین تمام بازی های ایرانی که تجربه کردم و کم هم نبودن حداقل بالای 50تا تنها بازی که ارزش بازی کردن رو داره و به نویی متوسط هست مبارزه در خلیج عدن,0
نسبت به بازی های دیگه داستان خوبی رو به همراه داشت و این استارت های ساخت بازی از طرف کشورمون باعث میشه تا ماهم به زودی در این هنر پیشرفت کنیم,1
بازی بسیار عالی بود. حتما حتما پیشنهاد میکنم نصبش کنید، منو با زندگی این شهید بزرگوار آشنا کرد. شادی روح شهدا و امام شهدا صلوات اللهم عجل لولیک الفرج,1
بازی خوبی بود ارزش وقط گذاشتن رو داره,1
این بازی شاکار از صداپردازی قوی و داستان سرایی بینظیر شاهکار اینکه بدون بودجه و امکانات این اثر خلق شده واقعا خوبه و من با 25 سال سن با این شهید اشنا شدم و افتخار میکنم همچین قهرمانی باهاش اشنا شدم هم وطنم اسطوره صبر و غیرت,1
روایت خوبی از سرگذشت شهید لشکری داره. طراحی هنریش هم خوبه. از نظر فنی ولی میتونست خیلی بهتر باشه. در کل پیشنهاد میکنم دانلودش کنید.,1
کلیتش خوبه ولی نمیدونم چرا من خوشم نیومد,0
انتظارات رو برآورده می کرد.,1
این قدر داستان و صداپردازی خوب بود که ضعف فنی رو بی خیال شدم روش بحث کنم ...,1
عالیه بازی گرافیکی,1
بازی فوق العاده جذاب و خنده داره و یجورایی خط قرمزو رد کرده که من واقعا خوشم اومد البته فعلا تو یه مرحله گیر کردم امیدوارم بتونم ردش کنم😅,1
بازی واقعا از طراحی خوبی بر خوردار هست. ولی کمی باید توی بازی فکر کنید.,1
واقعا عالی ساخته شده. طراحی هاش خیلی قشنگه.,1
بازی بدی نیست ولی در مقابل شبان شانسی ندارع,0
یه بازی متوسطه رو به خوب ، راهنمایی (راهنما و توضیح بیشتر داستان) توش هم خوبه ، همه چی توش یه چیزی بین متوسط و خوب هست بازیه طنز هست بدکی نیست اگه بخریدش ، می شه هم گفت که خوبه 6 ستاره ممنون,1
عالیه . خیلی حال میده به همه توصیه میکنم از دستش ندن ممنون از تخفیفتون.,1
بازی به شدت متوسطیه معمای جورچینش به خودی خودش بد نبود اما وجود تایمر واقعا بی دلیل بود و به طور غیر منطقی سختش کرد همچنین از ریاضی خیلی بیشتر استفاده شده توی این نسخه به نسبت شماره یک که برای من یه چیز منفیه,0
خوب بود ولی معماهای شماره اولش رو بیشتر دوست داشتم,1
سلام،برای کسانی مینویسم که بخواهند این بازیو دانلود کنن،این بازی از گرافیک خوب و معماهای جالبی برخوداره،اما برای حل یک سری معماها،شماها باید علم غیب داشته باشید،برای رسیدن به یک نتیجه خوب،شما نیازمند هستین که با دیدنتون به معماها دقت کنید،اما از یک جا به بعد،شما واقعا باید علم غیب داشته باشید که،خط داستانی بازی کجاست،همچنین،اصلا جالب نبود که همچین بازی ای رو،کلیک اشاره دراوردن،با در نظر نگرفتن این موضوعات،بازی جالبیه...اما به هرکسی پیشنهاد نمیشه,0
عالی عالی حتما بگیرید واقعا عالی ساخته شده بی صبرانه منتظر قسمت سومش هستم,1
بلزی خوبیه.گرافیک خوب واستانداردی رو برای یه بازیه ماجرایی داره.ولی معماهای بازی اکثرا غیر منطقی و بیشتر روی ازمون و خطا کار شده.مخصوصا معمای جورچینش که فقط یه جای خالی واسه تکمیل شکل و بازی با اشکال داره اونم با وقت کم! که بیشتر یه بازیه سخته کارتیه تا معما و بیشتر مهارت میخاد تا تفکر.,0
یک بازی خاص و جذاب که به راحتی نمیشه اون رو با بازی دیگری مقایسه کرد,1
عالیه حرف نداره نسبت به شماره قبلی یکم سخت تر شده اما واقعا عالیه اگر توی سبک معمایی به دمبال بازی خوب میگردی شماره یکیش همین بالاست سریع تر بخرید✌👍,1
بازی نسبتا خوبیه,1
واقعا بازی قشنگیه,1
عالیییییییی,1
خوبه,1
سلام بازی به نسبت سال ساخت واقعا فوق العادس(93) اما با این حال سیستم کرفتینگ بازی اصلا خوب طراحی نشده بود و کنترل کاراکتر هم کمی سخت بود و خط داستانی معمولی داشت و فایت ها خیلی در گیر کننده نبودند ولی معما ها تا حد خوبی درگیر کننده بودند و نقطه قوتشون خسته نشدن از انجام معماها بود به طول کلی گیم پلی متوسط رو به بالا و طراحی متوسط رو به پایین داشت اما با در نظر گرفتن بودجه محدود بازی و امکانات اون زمان میشه گفت ارزش بازی کردن داره و حتی ارزش ساخت قسمت دوم رو هم داراست یه خسته نباشید هم به تیم تولید و ساخت بازی میگم یاعلی,1
انتظاراتم پوکید کار قشنگی بود ولی کوتاه بود حتی برای سال 93 در کل جالب بود ولی کاش بلند تر بود,0
بازی از نظر گرافیکی و صدا گذاری سبک جالبی داشت و از نظر داستانی هم باحال بود و از نظر گیم پلی عالی بود هم مبارزه داشت هم معما داشت هم ساخت و ساز داشت فقط مشکلی که داشت این بود که چون پرشش به صورت خودکار بود بعضی وقتا باگ داشت و آدمو اذیت می کرد ولی در کل بازی جالب و جذابی بود مخصوصا تیتراژ آخرش که عکس سازنده های بازی رو گذاشتن خیلی باحال بود,1
گسم قشنگ و متوسطی بود امیدوارم نشخه دومی هم براش بیاد,1
بازی خوبی بود دم استدیو گرم کارشون واقعا خوب بود و بهترین بازی ایرانی بود که بازی کردم فکر کنم .( طولانی مینویسم اگر کسی میخواد تقریبا خیلی درمورد بازی بدونه و برای سازنده ها تقریبا). اتمسفر قوی و چشم نواز و داستان قابل قبول و موسیقی تاحدی عالی داره اما وجود یکسری چیزها خیلی به بازی اسیب میزنه بنظرم که شامله. یکسری باگ ها در بازی که کم ان و قابل درکه کاملا . ساخت وسایل یا همون پیشاوری بسیار ازاردهنده است برعکس تقریبا تمام بازی های ام ام او ار پی جی که قطعا در سری بعد باید اصلاح بشه. نداشتن مونت (اسب . گاو .گوزن و... که بشه سوارشون شد و جابه جا شد ) کم احساس میشه اما اگر مپ قرار باشه بزرگ تر باشه کاملا نیازه. وجود نداشتن تقریبا هیچ باس قابل قبولی که جزو مهم ترین چیزهای یک بازی ام ام او ار پی چی محسوب میشه . عدم توانایی بدست اوردن منابع از محیط و محدود شدن به چست ها و لوت های دشمن ها بشدت به بازی صدمه میزنه . کمبود نوع دشمن ها که تقریبا نبرد ها رو خسته کننده میکنه همچنین کم بودن انواع سلاح و وجود نداشتن هیچ زره ای یا کفشی یا هر ابجکت پوشیدنی و ... . عدم تعامل خوب و درست در بازی . عدم وجود واحد پول و مخصوصا عدم توانایی تجار ت تو بازی که بشدت نیاز داره . بنظرم اگر این چیزها به گیم اضافه بشه شاهد یک بازی خوب در سطح جهانی خواهیم بود که بشدت میتونه قوی عمل کنه و برای استودیو سود اوری خوبی داشته باشه و برای گیمر هام یک گیم کاملا به یاد موندنی درست کنه و توی گیم بعدی استودیو باید به این نکات توجه کنین,1
بازی خیلی آرامش بخشی بود خیلی دوست داشتم محیط رنگارنگ بازی داستان جذاب و اینکه مردم روستا در مورد اتفاقاتی که تو مرحله های مختلف می افته حرف میزنن و اینکه صدا هم سه بعدی هست یعنی اگه هدست داشته باشید برید سمت راست کاراکتر صدا از سمت چپ باند میاد و بالعکس صدا پرنده های تو بازی هم که عالی بود صدای اون جوی آب اینکه هر کدوم از مردم دیالوگ خودشون رو داشتن و تو میدون های شهر می تونیم یه سری جملات باحال بخونیم یکیشون من خیلی خوشم اومد نوشته بود ((پرنده هر چه قدر هم که خوش صدا باشه صداش اونو به اوج پرواز نمی بره)) یه جورایی به من حس اینو داد که اون ظاهر مهم نیست مهم باطن و کار های اون فرد هست که موفقیت میاره و یکی از قسمت های شهر یه نوستالژی باحالی برای من داشت یه توپ پلاستیکی از اینایی که بچه بودیم بازی میکردیم و در کل حس جالبی بود داستان و مراحل هم جالب و متنوع بود لیاقت اینو داره که قسمت دومش هم ساخته شه خداقوت,1
خوشم اومد واقعا تجربه متفاوتی بود,1
قسمت هایش کمه,0
بعد از تموم کردن بازی این نظر من درباره پروانه هست. حس شیرین ماجراجویی توی یه داستان فانتزی ! بازی پروانه یه بازی تقریباً ماجرایی سوم شخصه که مقداری از کنترلش با موس انجام میشه و مقداریش هم با کیبورد که باعث میشه جفت دست هاتون مشغول باشن که نکته ای هست که بنظرم جالب اومد. داستان بازی بنظر من شباهت زیادی به عناوینی مثل مجموعه تیلز و یا برخی از قسمت های فاینال فانتزی و بطور کلی عناوین آر پی جی داره. شما توی نقش فادیا وظیفه نجات دادن شهر زیبای ناریا رو از بیماری ای که جدیداً بخاطر سهل انگاری یکی از همشهری هاتون وارد شهر شده رو دارین (البته این داستان اصلی بازیه و یکسری ماموریت های جانبی هم موجوده که میتونین تجربه کنین). کلیت بازی در دو قسمت کوهستان و ناریا شکل میگیره، گیم پلی به این صورت هست که شما باید یکسری دشمن خزدک هست رو بکشید تا به غول آخر بازی برسین و بازی رو تموم کنین; برای اینکار نیاز به شمشیر (چوبی) و یک تیر و کمان که اسمش رو یادم نیست دارین. این سلاح ها تخریب پذیر هستن و بعد از مدتی مبارزه از بین میرن و شما در طول بازی نیاز دارین که دفعات زیادی دست به کار بشید و خودتون از اول اونا رو بسازین که اینجا به بخش کرفتینگ و یا همون ساخت و ساز بازی میرسیم که اگر ماین کرفت بازی کرده باشین یه شباهت هایی میتونین بینشون ببینین، البته که پروانه خلاقیت ها و محدودیت های خودش رو تو قسمت ساخت و ساز داره که بهتره خودتون تجربش کنین. علاوه بر قسمت های مبارزه شما برای رد کردن بعضی از قسمت ها نیاز به انجام دادن معما ها و مقداری پلتفرم ساده هستین که بالانس قشنگی توی بازی ایجاد میکنه و بازی دلنشین تر میشه. دو قسمت کوهستان و ناریا جزئیات واقعاً زیبایی دارند که گشتن توشون بسیار لذت بخشه و موسیقی زیبای بازی حتی این لذت رو بیشتر هم میکنه. زمان بازی البته متاسفانه خیلی زیاد نیست و تقریباً میتونم بگم بازی کوتاهی هست ولی خب دلیلی نمیشه که از جذابیت و لذت بازی چیزی کم بشه و تو همین مدت زمان کوتاه هم واقعاً میشه با خیلی از چیز های بازی حال کرد. بعضی وقت ها باگ هایی هم تو بازی هست، مثلاً پریدن و پلتفرمینگ تو بازی بعضی وقت ها میتونه مشکل ساز باشه ولی خب بنظر من چیزی نیست که تجربه بازی رو خراب کنه، شاید حتی جالب ترش هم بکنه ( به نظر شخصی من البته). و کنترل هایی مثل قرار دادن جعبه در محل مورد نظر بعضی وقتا از دستم در میرفت یا یکم سخت بود برام ولی باز هم چیزی از تجربه بازی رو کم نمیکرد و بنظرم ترکیب اینطوریه ساخت و ساز و مبارزه و پلتفرم واقعاً نیتجه جالبی داشته. بازی یکسری نقدهای اجتماعی هم داشت بنظرم که البته متوجهشون شدنم خیلی سخت نیست توی دیالوگ های بازی بصورت واضح بیان میشن. در نهایت اگه از تم های فانتزی و بازی های سوم شخص (با دوربین پر فاصله) خوشتون میاد من بهتون پروانه: میراث نگهبان نور رو بدون شک پیشنهاد میکنم.,1
سلام من این بازی رو خریداری کردم و کاملا از مقدار پولی که دادم راضیم چرا که این بازی لیاقط خرج کردن انقدر پولو داشت و واقع قشنگ بود و من رو ساعت ها مجذوب خودش کرد و واقعا دست مریزاد.به تیم سازنده هم یه خسته نباشید میگم و امید وارم یه خورده بیشتر روی گرافیک کار کنن تا بیشتر حال کنیم. انشاالله پرچم بازیای ویدوویی تو ایران بره بالا,1
لذت بردم از بازی,1
عالی . واقعا خسته نباشید . فقط اگه یه دیالوی بین قسمتا رد و بدل میشد خیلی بهتر بود و برزی از این حالت فقط مبارزه ای در میومد .,1
این بازی تو سبک خودش خوبه اما نداشتن داستان خیلی به بازی لطمه زده,0
با توجه به اینکه سبکش پلتفرمر هست، خیلی خوبه، نسخه بعدی هم که عالی تر. فقط چنتا مرحلشو از فصل آخر من کل شوریکن ها رو هرجا دیدم نبود چنتاش (فک کنم اسم زمینش دوجو بود) این مشکل هم حل کنید عالیه.,1
بازی بدی نیست،بازی به اون صورت به داستان وابسته نیست، بیشتر تمرکزش به چالش کشیدن شماست برای رد کردن هر مرحله و گرفتن بیشترین امتیاز، که بعضی وقتها واقعاً سخت و طاقت فرسا میشه،حتی بعضاً اعصاب آدم خورد میشه،ولی به شدت میتونه اعتیاد آور باشه چون خوش ساخته و گرافیک و گیم پلی مناسبی داره موزیکشم حتی با این که تکراری ممکنه بشه ولی باز آزار دهنده نمیشه،بیشتر به درد کسایی میخوره که از خر شیطون پایین نمیان(خودم) و تا همه امتیازارو نگیرن دس وردار نیستن,0
خوبه بد نیست ولی شماره 2 خیلی بهتره و داستان زیبایی داره . رو این نسخه شک دارم کمی .,1
شمشیر تاریکی واقعا بازی خوبیه اما یک نقطه ضعف داره و اونم اینه که داستان خاصی نداره البته تو نسخه بعدی این بازی یعنی شمشیر تاریکی:آخرین جنگاور این ضعف هم برطرف شده و یک بازی کامل و بسیار خوبی رو تشکیل داده. امیدوارم موفق باشید,1
اینکه نسخه خارجیش برا موبایل هست ک,0
بسم الله الرحمن الرحیم باسلام داستانی جذاب و بسیار خوبی داشت.در نوع خودش کیفیت این بازی خوب بود.اشاره و کلیک بودن بازی بر جذابیت اش افزوده است.و همچنین معماهایش.خیلی خوبه دم سازنده هاش گرم.فقط یه مشکل کوچولو داره و اونم نوار وسایل کوله پشتی اون پایینه که گاهی اوقات نمیاد بالا.ولی مشکل خاصی نیست.من یکبار از بازی بیرون می رفتم و دوباره وارد می شدم و درست میشد.خیلی ممنون و متشکر.انشاءالله موفقیت های بیشتر.زنده و سربلند باشید.یاعلی,1
سلام خسته نباشید مرحله ای که باید ترازو رو درست کنیم مشکل داره اگرممکنه به تیم سازنده بگید حل کنن این مشکل رو یک آپدیتی چیزی بدن چون من چند دفعه تلاش کردم ولی مشکل حل نمیشه خوده اون قسمت حل معما مشکل فنی داره با تشکر,0
همون اوایل بازی اون نوار پایین صفحه که آیتم هارو نشون میده محو شد و دیگه نمیاد! :| وقتی موس رو میاری پایین باید اون نوار ظاهر بشه ولی نمیشه! گویا مجبورم بازی رو پاک کنم دوباره نصبش کنم! از بازیش خوشم اومد! کلا این سبک رو دوست دارم؛ ایرانی هم باشه دیگه بهتر,1
بازی واقعا خوب بود !... به این دو ساعتی که بازی رو انجام دادم تقریبا می تونم بگم که بازی از چیزی که انتظار داشتم خیلی بالاتر بود !.. از نظر طراحی ها و گرافیک خیلی جالب کار شده بازی و یک چیز تو مایه های dark eye و memoria .که اتفاقا اون دو هم جزو بازی های مورد علاقه من بودن. تنها مشکل میشه گفت که داستان هست که به نظر چندان چیز خاصی نیست و اگر بازی یک تم فانتزی با یک داستان خاص داشت خیلی جالب تر هم میشد.. خوشبختانه هم حداقل تا اینجای کار دیگه فقط یک پازل بیشتر ندیدم که مجبورت کنه یک عکس یا تصویر رو کامل کنی ! برعکس اکثر بازی های ایرانی تو این سبک همینطور پشت سر هم از این شکل پازل ها دارن یا اینکه یک تصویر میزارن جلوت و میگن دنبال چند تا وسیله بگرد.حالا در حد یکی دو تا بد نیست ولی اینکه پشت سر هم این داستان ها تکرار بشه جالب نیست..که این بازی از این نظر خوب بوده تا اینجا.. و کلا بازی به نظرم در یک حد استاندارد هست تو این سبک حالا چه به نسبت یک بازی ایرانی و یا هر جای دیگه ای ! و برای طرفدار های این سبک مطمنا ارزش خرید رو داره مخصوصا با این قیمت.,1
یک بازی باکیفیت که معماهاش باعث شده که این بازی ی سر و گردن از سایر بازی ها در این سبک بالاتر باشه,1
عالیه ازهمه نظر وموسیقی گوش نواز وگیم پلی روانی داره وصداگذاری حرفه ای داره وبه شما پیشنهاد میکنم همین الان این بازی زیبا رادانلود کنید,1
بازی با گرافیکی پر جزیئات و صدا گذاری و دوبله ای باور پذیر و داستانی جالب و با دیالوگ های خوب و با گیم پلی ای تقریبا استاندارد در سبک ماجراجویی اشاره و کلیک,1
عالی ممنون از سازندگان بازی و دست اندرکاران هیولا بابت انتشار,1
واقعا خیلی خوشحالم که این بازی رو خریدم ممنون از پلتفرم خوب هیولا. بعد از سالها میتونم بگم بالاخره طعم لذت بردن از بازی رو چشیدم و یه بازی تونست من رو نزدیک 2-3 ساعت پای خودش بنشونه هر چند سیستمم ضعیف بود و مجبور شدم تو پایین ترین حد گرافیک بازی رو اجرا کنم ولی واقعا گیم پلیش تجربه لذت بخشی بود و روی حالت متوسط هم حتی برای من سخت بود و این خیلی جذاب بود امیدوارم داستان و پایان بندی خوبی هم شاهدش باشم چون فعلا دو مرحله ازش رو رفتم,1
سلام بازی برای دایرکس 12 هست,0
بازی خوبی است ولی خیلی کوتاهه,1
همه چیز عالی به جز اینکه مراحل خیلی کمی داشت و داستان بازی خیلی خلاصه روایت شده،واقعا باید نسخه ی دومی داشته باشه،تا کامل تر کنه بازیو+توی نسخه ی دوم به سیستم های گیمینگ بهای بیشتری داده بشه،چون عجیبه با یک سیستم خوب بازش لگ و کرش داشته باشه...بقیه موارد عالی و کامل،امیدوارم نسخه ی دوم ساخته بشه,1
من سیستم قوی دارم اما نمدونم چرا داخل بازی بعضی مواقع لگ میخورم جدا از اون مراحل بازی طولانی و کسل کننده هستن یعنی بی دلیل مراحل طولانی شدن اول مرحه که شروع میشه جزابه ولی ادامه همون مرحه الکی طولانی میشه از نظر گرافیکی هم بازی نصبت به زمان خودش خوبه امید وارم بازی های بدی بهتر باشه,0
گرافیکش فوق العاده بود اما داستان کار داره داستان رو کامل به ما نمیگه,0
سلام بازی خوبی بود اما خیلی کوتاه بود من دو روزه تمومش کردم,1
با سلام خسته نباشید به سازندگان بازی وسایت فوق العاده هیولا بازی خوبی نبود مراحل کوتاهی داشت و من در حالت سخت درطی دوروز تمومش کردم تنوع سلاح های پایین بود داستان بازی خیلی ضعیف بود در اوایل بازی تو مرحله صحرا راجب به صحرا میگه خیلی جای عجیبیه ولی توضیح نمیده کجاش عجیبه خیلی داستان جای کارداشته یا جایی که فرماده خرابکاری کرده چیشده داستان خیلی جای کار داره رو توانایی ها باید کار میشد لباس رباطی پوشیدن اما هیچ توانایی نداره گیم پلی خوبی داره گرافیک را اگر درحالت بسیار بالا استفاده کنین خیلی گرافیک بالایی داره شخصیت پردازی جالبی داشت دشمن ها ترکیب جالبی بود که هم رباط و هم انسان رو بشه نابود کرد در کل اگر دنبال ی اکشن معمولی میگردی توصیه میکنم,0
به عنوان یکی از طرفدارای بازیای این سبک، از جنبه بصری بازی خیلی لذت بردم. یه قسمتایی یه ناهماهنگی های ریزی هم بود ولی در مجموع آرت زیبایی داشت. پازل ها و روند داستان و بازی ازون طرف خیلی در حد انتظارم نبود...حالا میفهمم چرا تو نظرات نوشته بودن بعضیاشون انقدر بی منطق بود که بسختی میشد حدسشون زد. یه سری نکات ریزم توی داستان و پازل بود که من هنوزم نفهمیدم برای چی بودن! مثل اون dragon آهنی...در مجموع خوشحالم که یکبار این بازیو بازی کردم و ایرانی-ساخت بودن این بازی به لذتش برام اضافه کرده بود.,1
زیرنویس نه چندان دقیق، محیط گرافیکی زیبا و دلنشین و همچنین خاص، با توجه به دو بعدی بودن سبک بازی گرافیک کاملا معمولی نسبت به بازی هایی در همین سبک، پازل های گاهی بسیار سخت و گاهی بسیار آسان و گاهی با منطق هایی نه چندان قابل قبول، در مجموع بازی زیبا برای علاقه مندان به سبک پوینت اند کلیک.,1
"سلام بازی واقعاً فوق العاده است و بهتون پیشنهاد می‌کنم که این بازی رو تهیه کنید. دنیای خیالی ترسیم شده در بازی بسیار زیباست و اتفاقات جالبی در اون رخ می‌ده و از جایی که سازندگان از آثار هاروکی موراکامی الهام گرفته‌اند، به لطف این بازی توجهم به آثار این نویسنده جلب شد و برنامه دارم که آثارشون رو مطالعه کنم. صداگذاری بازی انگلیسی هستش و زیرنویس فارسی داره. نکته‌ی دیگه در مورد این بازی توجه فوق‌العاده به جزئیاته به طوری که هیچ شئ یا کاراکتر اضافی که در خدمت معماهای بازی نباشه، در بازی من ندیدم. در واقع معماهای بازی با مشاهده‌ی دقیق محط حل می‌شن و بازی شما رو مجبور به گشتن پستوهای محیط برای پیدا کردن مثلاً یک کلید برای باز کردن در نمی‌کنه، بلکه معماها در راستای داستان و در اثر پیش بردن داستان به وجود می‌آن یعنی معما به داستان تحمیل نشده. این مورد رو با تجربه‌ی این اثر می‌تونید بهتر درک کنید. طراحی هنری بازی خیلی زیباست. ممکنه با یکبار تمام کردن بازی تمام فعالیت‌های ممکن مثل عکس گرفتن از شخصیت‌های به خصوصی رو نتونید کامل انجام بدید. صداگذاری بازی هم در سطح بالای انجام شده و علاوه بر موسیقی‌های گوشنواز، صدای راه رفتن میزوکی با توجه به سطحی که روی اون راه می‌ره متفاوته. همانطور که گفتم توجه به جزئیات در این بازی واقعاً بالاست چه در گرافیک، چه در صداگذاری و چه در انتخاب اسم! برای مثال اسم یکی از کاراکترها Phil گذاشته شده و این کاراکتر خودش فیل یا همون Elephant هستش و این موضوع با توجه به اینکه سازندگان بازی ایرانی هستن، یه جور استفاده‌ی هوشمندانه از کلماته به نظرم! بازی چند تا ایراد کوچک هم داره مثل: ایرادهای املایی در ترجمه: (خُرد شدن) به اشتباه (خورد شدن) نوشته شده. در یک مورد اعداد انگلیسی فاقد زیرنویس هستند که البته درسته که همه با اعداد انگلیسی one, two, .. آشنا هستند ولی اگر زیرنویس بود بهتر می‌شد. بخش مربوط به رؤیا در بازی خیلی کوتاه بود و محدود به یک محیط جنگل می‌شد. تعدادی از سؤالات داستان بدون پاسخ باقی ماندند. میزوکی با کاراکترها به عنوان آشنای قدیمی صحبت می‌کنه در حالی که ما اون‌ها رو نمی‌شناسیم. شاید اگر می‌شد در مورد هر کاراکتر پیشینه‌ای برای خواندن در بازی قرار می‌گرفت بهتر بود. عدم امکان انتخاب زیرنویس انگلیسی برای بازی. داخل آسانسور یک پوستر چسبانده شده که اگر روش کلیک کنید نوشته‌های روش فارسیه ولی وقتی روش کلیک نکرده باشید (نمای آسانسور که دکمه‌های طبقات مشخص هستند) می‌بینید که نوشته‌های پوستر انگلیسی هستن. در انتها از اینکه این متن رو خوندید متشکرم. در یک روز 5 ساعت و 48 دقیقه بازی کردمش، مطمئن باشید که ارزش خریدن رو داره.",1
عالییییییییییییییی,1
عالیه,1
عالی و لذت بخش با محیط های با جذابیت بالا . خسته نباشید,1
آقا واقعا لذت بردیم. سطح کار واقعا جهانی هست.,1
نمیدانم چرا بازی ایرانی و با صدای فارسی، منوی انگلیسی داره! یکبار قبل از شروع بازی هم کیفیت انتخاب میشه، ولی وقتی میری داخل منوها بی کیفیت هستند، بعد معلوم شد دوباره باید توی تنظیمات کیفیت و رزولوشین را ببرم بالا تا منو هم کیفیت بالایی داشته باشه، هرچند بازی کیفیتش درست بود. بستن راهنما هم طول میکشید و نمای بزرگ و زمختی داشت بازی هم زیر یک دقیقه بود، نمیدانم بازی همین بود یا اون در بسته، باید رد میشدم و نمیشدم,0
